19.0,5.0,16.0,3.0,14.0,12.0,11.0,11.0,5.0,14.0,0.0,27.0,0.0,11.0,24.0,4.0,0.0,14.0,20.0,0.0
16.0,19.0,15.0,2.0,4.0,1.0,8.0,15.0,8.0,22.0,4.0,22.0,8.0,9.0,14.0,8.0,4.0,4.0,14.0,1.0
17.0,11.0,10.0,1.0,9.0,12.0,18.0,19.0,10.0,20.0,2.0,23.0,2.0,7.0,22.0,6.0,1.0,11.0,24.0,0.0
1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
13.0,9.0,14.0,3.0,16.0,7.0,17.0,19.0,6.0,18.0,0.0,28.0,1.0,11.0,34.0,1.0,1.0,10.0,23.0,0.0
10.0,3.0,12.0,4.0,4.0,6.0,11.0,18.0,4.0,12.0,1.0,17.0,2.0,7.0,13.0,2.0,0.0,16.0,12.0,0.0
14.0,12.0,9.0,11.0,13.0,8.0,21.0,11.0,10.0,19.0,1.0,19.0,0.0,10.0,20.0,5.0,1.0,13.0,18.0,0.0
14.0,16.0,16.0,1.0,14.0,17.0,15.0,20.0,5.0,18.0,1.0,21.0,2.0,24.0,26.0,4.0,1.0,11.0,27.0,0.0
8.0,7.0,5.0,2.0,3.0,5.0,5.0,8.0,10.0,7.0,1.0,8.0,9.0,7.0,11.0,8.0,1.0,4.0,12.0,0.0
22.0,11.0,18.0,3.0,18.0,13.0,33.0,30.0,14.0,33.0,1.0,28.0,13.0,24.0,32.0,17.0,2.0,23.0,34.0,0.0
0.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
21.0,6.0,15.0,3.0,16.0,17.0,24.0,24.0,10.0,30.0,2.0,38.0,5.0,12.0,38.0,8.0,2.0,22.0,30.0,0.0
1.0,8.0,1.0,0.0,0.0,3.0,0.0,3.0,13.0,4.0,3.0,2.0,14.0,3.0,2.0,11.0,4.0,0.0,5.0,0.0
16.0,11.0,15.0,1.0,11.0,7.0,20.0,20.0,9.0,24.0,0.0,11.0,12.0,23.0,17.0,13.0,1.0,13.0,16.0,0.0
32.0,11.0,26.0,1.0,25.0,15.0,17.0,24.0,8.0,29.0,0.0,32.0,4.0,13.0,45.0,6.0,1.0,17.0,34.0,0.0
3.0,11.0,6.0,1.0,4.0,1.0,3.0,14.0,8.0,4.0,3.0,5.0,5.0,5.0,10.0,17.0,0.0,1.0,7.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
23.0,4.0,13.0,10.0,11.0,12.0,22.0,21.0,9.0,20.0,1.0,27.0,1.0,18.0,26.0,4.0,0.0,13.0,28.0,0.0
17.0,8.0,17.0,2.0,21.0,16.0,33.0,17.0,13.0,37.0,2.0,40.0,4.0,10.0,46.0,7.0,1.0,20.0,38.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
