12.0,3.0,15.0,1.0,7.0,9.0,10.0,12.0,6.0,10.0,1.0,20.0,5.0,10.0,13.0,4.0,0.0,13.0,12.0,0.0
4.0,12.0,6.0,0.0,1.0,5.0,4.0,8.0,11.0,9.0,2.0,17.0,1.0,3.0,8.0,8.0,0.0,7.0,5.0,0.0
14.0,4.0,10.0,1.0,5.0,5.0,10.0,8.0,1.0,9.0,0.0,16.0,2.0,4.0,9.0,2.0,0.0,7.0,13.0,0.0
0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
7.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,7.0,0.0,13.0,0.0,1.0,9.0,5.0,0.0,2.0,6.0,0.0
5.0,7.0,8.0,0.0,2.0,8.0,9.0,10.0,8.0,10.0,0.0,10.0,0.0,5.0,10.0,1.0,0.0,8.0,7.0,0.0
18.0,4.0,11.0,1.0,3.0,5.0,14.0,7.0,3.0,13.0,1.0,14.0,1.0,6.0,12.0,2.0,0.0,8.0,7.0,0.0
9.0,4.0,11.0,0.0,5.0,6.0,13.0,20.0,9.0,16.0,4.0,12.0,9.0,4.0,13.0,6.0,0.0,15.0,11.0,0.0
6.0,4.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,8.0,4.0,5.0,9.0,4.0,9.0,9.0,0.0,5.0,3.0,1.0
22.0,9.0,22.0,0.0,6.0,7.0,14.0,15.0,4.0,19.0,3.0,20.0,6.0,9.0,17.0,16.0,2.0,10.0,22.0,0.0
0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,28.0,1.0,10.0,1.0,2.0,9.0,0.0,1.0,0.0,1.0
15.0,6.0,13.0,3.0,2.0,8.0,17.0,11.0,3.0,24.0,0.0,33.0,2.0,13.0,24.0,11.0,1.0,6.0,26.0,0.0
1.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,14.0,5.0,3.0,2.0,15.0,7.0,1.0,11.0,4.0,2.0,5.0,0.0
3.0,7.0,5.0,0.0,0.0,5.0,8.0,8.0,7.0,17.0,2.0,5.0,3.0,10.0,16.0,8.0,2.0,4.0,12.0,0.0
16.0,6.0,18.0,1.0,9.0,10.0,11.0,16.0,8.0,31.0,0.0,28.0,4.0,20.0,22.0,7.0,0.0,9.0,26.0,0.0
3.0,5.0,5.0,0.0,0.0,2.0,1.0,9.0,5.0,6.0,1.0,7.0,3.0,11.0,18.0,13.0,1.0,1.0,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,4.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0
7.0,7.0,8.0,1.0,5.0,5.0,9.0,3.0,2.0,11.0,1.0,14.0,6.0,8.0,24.0,0.0,0.0,39.0,15.0,0.0
18.0,4.0,8.0,2.0,2.0,11.0,10.0,14.0,3.0,19.0,0.0,12.0,1.0,6.0,16.0,6.0,0.0,12.0,24.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
